ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance_Type,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage kmpl,Engine CC,seater,City
Petrol,Hatchback,62139,Manual,1,Maruti,Maruti Wagon R,2018,VXI Plus Optional,55000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.51,998,,Bangalore
Lpg,Hatchback,74000,Manual,1,Hyundai,Hyundai i10,2013,Magna LPG,36500.0,2013,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,19.2,1086,5.0,Bangalore
Petrol,Hatchback,26500,Automatic,2,Renault,Renault KWID,2016,1.0 AMT RXT,42000.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,24.04,999,,Bangalore
Diesel,Sedan,81716,Automatic,1,Volvo,Volvo S60,2017,D4 KINETIC,189500.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,27.03,1969,5.0,Bangalore
Diesel,Sedan,24000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2018,E 350d,599000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,17.0,2987,5.0,Bangalore
Petrol,SUV,10000,Automatic,1,Mahindra,Mahindra XUV300,2022,W6 AMT Sunroof BSVI,105000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.0,1197,,Bangalore
Petrol,SUV,18000,Automatic,1,MG,MG Hector Plus,2021,Sharp CVT,207500.0,2021,Comprehensive,Power Windows Front,Power Windows Rear,Leather Seats,Leather Steering Wheel,Fog Lights Front,Fog Lights Rear,Anti Lock Braking System,Brake Assist,Radio,16.56,1451,6.0,Bangalore
Petrol,Hatchback,38197,Manual,1,Honda,Honda Brio,2013,S MT,39400.0,2013,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Radio,19.4,1198,,Bangalore
Petrol,Hatchback,23000,Automatic,2,Maruti,Maruti Baleno,2017,Zeta CVT,72500.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,19.56,1197,5.0,Bangalore
Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Alto K10,2013,LXI,24000.0,2013,Third Party insurance,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Halogen Headlamps,Rear Seat Belts,,20.92,998,5.0,Bangalore
Petrol,SUV,10000,Automatic,1,Renault,Renault Kiger,2022,RXZ AMT DT,83500.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,19.03,999,5.0,Bangalore
Petrol,Hatchback,19000,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Asta,69500.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.9,1197,5.0,Bangalore
Petrol,SUV,14000,Automatic,1,Kia,Kia Seltos,2020,GTX Plus DCT,172500.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.5,1353,5.0,Bangalore
Petrol,Hatchback,29268,Manual,1,Hyundai,Hyundai EON,2014,Magna Plus,33000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,Radio,21.1,814,,Bangalore
Petrol,Sedan,20000,Automatic,1,Volkswagen,Volkswagen Vento,2019,1.2 TSI Highline Plus AT,99000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.19,1197,5.0,Bangalore
Petrol,Sedan,30000,Manual,1,Toyota,Toyota Yaris,2018,G BSIV,75000.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,17.1,1496,,Bangalore
Petrol,Hatchback,64374,Automatic,1,Honda,Honda Jazz,2018,1.2 V AT i VTEC,75500.0,2018,Petrol,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,19.0,1199,5.0,Bangalore
Diesel,SUV,30000,Manual,1,MG,MG Hector,2021,Sharp Diesel MT BSIV,175000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,17.41,1956,5.0,Bangalore
Petrol,SUV,7100,Automatic,1,Hyundai,Hyundai Alcazar,2022,Signature (O) AT,208299.99999999997,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.2,1999,6.0,Bangalore
Petrol,Hatchback,43679,Manual,1,Hyundai,Hyundai i10,2010,Era 1.1 iTech SE,27100.0,2010,Comprehensive,Power Steering,Remote Fuel Lid Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Day Night Rear View Mirror,Passenger Side Rear View Mirror,Bluetooth,19.81,1086,5.0,Bangalore
Petrol,SUV,40000,Automatic,1,Hyundai,Hyundai Creta,2018,1.6 SX Automatic,128000.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.8,1591,5.0,Bangalore
Diesel,Hatchback,40562,Manual,1,Hyundai,Hyundai i20,2012,Era 1.4 CRDi,43600.0,2012,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Centeral Locking,Day Night Rear View Mirror,Speakers Front,22.54,1396,5.0,Bangalore
Petrol,SUV,26500,Automatic,2,Hyundai,Hyundai Creta,2021,SX Opt Turbo DCT,167500.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,1397.0,138.12,,Bangalore
Petrol,SUV,20000,Automatic,1,Hyundai,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,125000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.15,998,5.0,Bangalore
Diesel,SUV,58600,Automatic,1,Mahindra,Mahindra XUV500,2016,AT W8 FWD,135000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.0,2179,7.0,Bangalore
Petrol,SUV,20000,Automatic,1,Hyundai,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,125000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.15,998,5.0,Bangalore
Petrol,SUV,42050,Automatic,1,Volkswagen,Volkswagen T-Roc,2020,TSI,222500.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,18.4,1498,5.0,Bangalore
Diesel,Sedan,80000,Automatic,2,BMW,BMW 3 Series,2008,320d,60000.0,2008,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,13.2,1995,5.0,Bangalore
Petrol,SUV,30000,Automatic,1,Jeep,Jeep Compass,2021,Model S DCT BSVI,245000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.1,1368,5.0,Bangalore
Petrol,SUV,20000,Automatic,1,Kia,Kia Seltos,2020,GTX Plus DCT,162500.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.5,1353,5.0,Bangalore
Diesel,Sedan,36349,Automatic,1,Skoda,Skoda Superb,2014,Elegance 2.0 TDI CR AT,165000.0,2014,Diesel,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.2,1968,5.0,Bangalore
Petrol,Hatchback,80000,Manual,3,Hyundai,Hyundai i10,2009,Sportz 1.2,24900.000000000004,2009,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36,1197,5.0,Bangalore
Petrol,SUV,83394,Manual,2,Renault,Renault Duster,2014,Petrol RxE,63000.0,2014,Petrol,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,,13.24,1598,5.0,Bangalore
Diesel,SUV,30000,Automatic,2,Audi,Audi Q5,2016,30 TDI Sport Edition,259899.99999999997,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,14.16,1968,5.0,Bangalore
Petrol,Hatchback,80000,Manual,3,Hyundai,Hyundai i10,2009,Sportz 1.2,24900.000000000004,2009,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36,1197,5.0,Bangalore
Petrol,Hatchback,52204,Manual,1,Maruti,Maruti Alto K10,2017,VXI,38500.0,2017,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,24.39,998,,Bangalore
Petrol,Hatchback,110000,Manual,3,Hyundai,Hyundai i20,2012,1.2 Sportz,30000.0,2012,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Rear,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player,17.0,1197,5.0,Bangalore
Diesel,SUV,89000,Automatic,1,Ford,Ford Endeavour,2017,3.2 Titanium AT 4X4,297500.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,10.91,3198,7.0,Bangalore
Petrol,Hatchback,29813,Manual,2,Maruti,Maruti Alto 800,2014,VXI,27599.999999999996,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,22.05,796,,Bangalore
Petrol,Hatchback,30000,Manual,1,Ford,Ford Figo,2018,1.2P Titanium Opt MT,50000.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.16,1196,5.0,Bangalore
Petrol,Hatchback,13345,Automatic,1,Maruti,Maruti Ignis,2020,1.2 AMT Zeta BSIV,73000.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.89,1197,5.0,Bangalore
Diesel,SUV,17100,Automatic,1,Hyundai,Hyundai Alcazar,2022,1.5 Signature (O) 7-Seater Diesel AT,224500.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.1,1498,7.0,Bangalore
Petrol,Hatchback,75000,Manual,1,Hyundai,Hyundai Grand i10,2014,Sportz,39900.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,18.9,1197,,Bangalore
Petrol,Hatchback,75523,Manual,2,Hyundai,Hyundai i10,2011,Sportz,31200.0,2011,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36,1197,5.0,Bangalore
Diesel,SUV,47000,Manual,1,Mahindra,Mahindra XUV500,2015,W10 2WD,127500.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.0,2179,7.0,Bangalore
Diesel,SUV,36500,Manual,1,Tata,Tata Harrier,2022,XT Plus BSVI,199000.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,16.35,1956,5.0,Bangalore
Petrol,MUV,28253,Manual,1,Renault,Renault Triber,2020,RXZ,71900.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20.0,999,,Bangalore
Diesel,SUV,50000,Manual,1,Hyundai,Hyundai Creta,2016,1.6 CRDi SX Plus,126000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,19.67,1582,5.0,Bangalore
Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai i10,2010,Magna,30000.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Power Antenna,Centeral Locking,Day Night Rear View Mirror,,20.36,1197,5.0,Bangalore
Diesel,SUV,70000,Automatic,2,BMW,BMW X5,2016,xDrive 30d M Sport,398100.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,15.97,2993,5.0,Bangalore
Petrol,Hatchback,52571,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,62699.99999999999,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.6,1197,5.0,Bangalore
Diesel,Sedan,70000,Automatic,2,BMW,BMW 3 Series,2010,320d Highline,130000.0,2010,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,16.07,1995,5.0,Bangalore
Petrol,Sedan,61993,Manual,1,Honda,Honda City,2015,i VTEC V,67200.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.4,1497,5.0,Bangalore
Diesel,SUV,57000,Automatic,1,Hyundai,Hyundai Tucson,2017,2.0 e-VGT 2WD AT GL Opt,182500.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.38,1995,5.0,Bangalore
Diesel,SUV,80000,Manual,2,Toyota,Toyota Fortuner,2021,2.8 2WD MT,350000.0,2021,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Dvd Player,14.24,2755,7.0,Bangalore
Petrol,Hatchback,36359,Manual,1,Hyundai,Hyundai i20,2013,Sportz 1.2,44000.0,2013,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.5,1197,5.0,Bangalore
Diesel,SUV,70000,Manual,2,Tata,Tata Harrier,2019,XZ BSIV,146000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,17.0,1956,5.0,Bangalore
Petrol,SUV,7500,Automatic,1,MG,MG Hector,2022,Sharp CVT,204100.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,1451.0,141,,Bangalore
Petrol,Sedan,30301,Automatic,1,Hyundai,Hyundai Verna,2017,VTVT 1.6 AT SX Option,103300.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.0,1591,5.0,Bangalore
Petrol,Hatchback,66000,Manual,1,Hyundai,Hyundai i10,2010,Sportz 1.2,27500.0,2010,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36,1197,5.0,Bangalore
Petrol,Hatchback,56010,Manual,1,Hyundai,Hyundai i20,2017,Sportz 1.2,67600.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.6,1197,,Bangalore
Diesel,SUV,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Style,429000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,17.9,2143,5.0,Bangalore
Diesel,SUV,60000,Manual,2,Nissan,Nissan Terrano,2014,XV Premium 110 PS,65000.0,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,19.01,1461,5.0,Bangalore
Diesel,Hatchback,83829,Manual,1,Maruti,Maruti Swift,2014,VDI BSIV,44400.00000000001,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,25.2,1248,,Bangalore
Petrol,Hatchback,10000,Automatic,1,Renault,Renault KWID,2020,1.0 RXT AMT Opt,51000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,22.0,999,,Bangalore
Diesel,SUV,35000,Automatic,2,Renault,Renault Duster,2016,110PS Diesel RxZ AMT,92500.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,19.6,1461,5.0,Bangalore
Petrol,Sedan,51116,Automatic,2,Honda,Honda City,2019,i-VTEC CVT V,102400.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.0,1497,5.0,Bangalore
Diesel,Sedan,80000,Manual,3,Skoda,Skoda Rapid,2016,1.5 TDI Elegance Black Package,50000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,21.14,1498,5.0,Bangalore
Petrol,Hatchback,40000,Automatic,2,Volkswagen,Volkswagen Polo,2017,GT TSI,99500.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.21,1197,5.0,Bangalore
Petrol,SUV,85565,Automatic,2,Honda,Honda CR-V,2012,2.4L 4WD AT,93500.0,2012,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,11.1,2354,5.0,Bangalore
Petrol,SUV,36916,Manual,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium Plus BSIV,83400.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,17.0,1497,5.0,Bangalore
Diesel,Hatchback,90000,Manual,1,Volkswagen,Volkswagen Polo,2015,1.5 TDI Highline,56000.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.14,1498,5.0,Bangalore
Petrol,Hatchback,112795,Manual,1,Maruti,Maruti Swift,2012,VXI,45400.0,2012,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,22.38,1197,,Bangalore
