ft,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Mileage kmpl,Engine CC,seater,City
Diesel,50000,Automatic,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,RX7,100000.0,11.18,2696.0,7.0,Bangalore
Diesel,104000,Manual,2,Maruti,Maruti Swift,2014,VDI BSIV,53500.0,25.2,1248.0,3.0,Bangalore
Diesel,90000,Manual,1,Ford,Ford Ecosport,2018,1.5 Diesel Titanium Plus BSIV,97500.0,23.0,1498.0,5.0,Bangalore
Petrol,50035,Manual,1,Maruti,Maruti Baleno,2017,1.2 Zeta,69900.0,21.4,1197.0,5.0,Bangalore
Petrol,80000,Manual,1,Tata,Tata Nexon,2021,XZ Plus DualTone Roof (O),115000.0,17.57,1199.0,5.0,Bangalore
Petrol,90000,Manual,2,Hyundai,Hyundai i20,2015,Sportz Option 1.2,62500.0,18.6,1197.0,5.0,Bangalore
Diesel,90000,Automatic,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,E250 CDI Blue Efficiency,100000.0,14.21,2143.0,5.0,Bangalore
Diesel,120000,Manual,1,Toyota,Toyota Corolla Altis,2011,Diesel D4DG,60000.0,21.43,1364.0,5.0,Bangalore
Petrol,25170,Manual,1,Maruti,Maruti Swift Dzire,2015,ZXI,67500.0,22.41,1197.0,5.0,Bangalore
Petrol,25022,Manual,1,Maruti,Maruti Ciaz,2021,Delta BSVI,89300.0,20.65,1462.0,5.0,Bangalore
Diesel,100000,Manual,2,Maruti,Maruti Swift,2012,RS VDI,42000.0,22.9,1248.0,5.0,Bangalore
Petrol,26367,Manual,1,Maruti,Maruti Ciaz,2020,Delta BSVI,94100.0,20.65,1462.0,5.0,Bangalore
Petrol,76567,Automatic,2,Hyundai,Hyundai Elantra,2015,SX AT,63000.0,14.5,1797.0,5.0,Bangalore
Diesel,120000,Manual,2,Toyota,Toyota Innova,2013,2.5 VX (Diesel) 7 Seater BS IV,127500.0,12.99,2494.0,7.0,Bangalore
Petrol,36459,Automatic,2,Hyundai,Hyundai Grand i10,2015,AT Asta,52500.0,18.9,1197.0,5.0,Bangalore
Diesel,93725,Manual,1,Maruti,Maruti SX4 S Cross,2016,DDiS 200 Delta,75000.0,23.65,1248.0,3.0,Bangalore
Petrol,115599,Automatic,2,Maruti,Maruti Ciaz,2016,AT ZXi Plus,63200.0,19.12,1373.0,5.0,Bangalore
Petrol,43469,Manual,1,Maruti,Maruti Swift Dzire,2015,ZXI,64500.0,22.41,1197.0,5.0,Bangalore
Petrol,70000,Manual,4,Ford,Ford Ikon,2005,1.3 Flair,50000.0,13.8,1299.0,5.0,Bangalore
Diesel,77000,Automatic,2,BMW,BMW X5,2019,xDrive 30d xLine,679500.0,13.38,2993.0,5.0,Bangalore
Diesel,100000,Manual,1,Maruti,Maruti Vitara Brezza,2018,LDi,85000.0,24.3,1248.0,3.0,Bangalore
Petrol,72000,Manual,1,Mitsubishi,Mitsubishi Cedia,2008,Spirit,29900.000000000004,14.7,1999.0,5.0,Bangalore
Diesel,77000,Automatic,1,Jaguar,Jaguar XF,2013,2.2 Litre Luxury,209500.0,16.36,2179.0,5.0,Bangalore
Diesel,87101,Automatic,1,Audi,Audi Q7,2013,3.0 TDI quattro,280000.0,12.07,2967.0,7.0,Bangalore
Petrol,40771,Manual,2,Volkswagen,Volkswagen Polo,2021,1.0 TSI Highline Plus,99900.0,18.24,999.0,5.0,Bangalore
Petrol,28000,Manual,1,Honda,Honda Jazz,2018,1.2 VX i VTEC,82500.0,18.7,1199.0,5.0,Bangalore
Petrol,40000,Manual,3,Maruti,Maruti Wagon R,2008,LXI Minor,25000.0,18.9,1061.0,5.0,Bangalore
Petrol,26000,Automatic,1,Hyundai,Hyundai Venue,2020,SX Plus Turbo DCT,129500.0,18.15,998.0,5.0,Bangalore
Petrol,76032,Manual,1,Maruti,Maruti Wagon R,2012,VXI BS IV,32900.0,18.9,998.0,5.0,Bangalore
Petrol,113780,Manual,1,Maruti,Maruti Ciaz,2018,Alpha BSIV,66600.0,21.56,1462.0,5.0,Bangalore
Diesel,24000,Automatic,1,Audi,Audi A3,2019,35 TDI Technology,229000.0,20.38,1968.0,5.0,Bangalore
Diesel,65812,Manual,2,Hyundai,Hyundai Venue,2020,SX Opt Diesel,102600.0,23.7,1493.0,5.0,Bangalore
Petrol,10000,Automatic,1,Skoda,Skoda Kushaq,2022,1.0 TSI Style AT Anniversary Edition BSVI,170000.0,17.2,999.0,5.0,Bangalore
Petrol,39959,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,68100.0,21.4,1197.0,5.0,Bangalore
Petrol,10000,Automatic,1,Hyundai,Hyundai Alcazar,2022,Signature 7-Seater AT,169000.0,14.2,1999.0,7.0,Bangalore
Petrol,65484,Manual,3,Maruti,Maruti Alto K10,2016,VXI,31800.0,24.39,998.0,3.0,Bangalore
Petrol,49174,Manual,1,Maruti,Maruti Baleno,2017,1.2 Zeta,68800.0,21.4,1197.0,5.0,Bangalore
Petrol,20000,Manual,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Comfortline BSVI,130000.0,20.08,999.0,3.0,Bangalore
Petrol,50000,Manual,1,Hyundai,Hyundai i10,2009,Magna 1.2,26500.0,20.36,1197.0,5.0,Bangalore
Petrol,40000,Automatic,2,Maruti,Maruti Swift Dzire,2018,AMT ZXI Plus BS IV,64500.0,22.0,1197.0,5.0,Bangalore
Petrol,30000,Automatic,1,Hyundai,Hyundai Alcazar,2022,Signature 7-Seater AT,200000.0,14.2,1999.0,7.0,Bangalore
Petrol,50000,Automatic,3,BMW,BMW 3 Series,2007,330 Ci Coupe,90000.0,10.9,2497.0,5.0,Bangalore
Petrol,80000,Manual,1,Maruti,Maruti Swift,2020,ZXI,62000.0,21.21,1197.0,5.0,Bangalore
Petrol,20000,Manual,1,MG,MG Astor,2022,Sharp BSVI,147000.0,15.43,1498.0,5.0,Bangalore
Cng,70000,Manual,1,Hyundai,Hyundai Accent,2010,Executive CNG,22000.0,13.2,1495.0,5.0,Bangalore
Diesel,90000,Automatic,1,Audi,Audi A4,2014,2.0 TDI Premium Plus,147500.0,17.11,1968.0,5.0,Bangalore
Petrol,40000,Manual,1,Renault,Renault KWID,2020,Climber 1.0 MT Opt,41500.0,21.74,999.0,3.0,Bangalore
Petrol,63797,Manual,1,Honda,Honda Jazz,2016,1.2 V i VTEC,61000.0,18.7,1199.0,5.0,Bangalore
Petrol,60216,Manual,2,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,56000.0,18.9,1197.0,3.0,Bangalore
Petrol,10000,Automatic,2,Maruti,Maruti Alto K10,2015,VXI AMT,42500.0,23.95,998.0,3.0,Bangalore
Petrol,38153,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,68600.0,21.4,1197.0,5.0,Bangalore
Petrol,76485,Manual,1,Maruti,Maruti Swift,2015,VXI,51700.0,22.38,1197.0,3.0,Bangalore
Petrol,40000,Manual,2,Maruti,Maruti Wagon R,2015,VXI BS IV,38500.0,20.51,998.0,3.0,Bangalore
Petrol,40623,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,67500.0,21.4,1197.0,5.0,Bangalore
Diesel,18000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,C 220d Avantgarde Edition C,330000.0,19.27,2143.0,5.0,Bangalore
Petrol,88051,Manual,1,Maruti,Maruti Swift,2014,VXI,49900.0,22.38,1197.0,3.0,Bangalore
Petrol,16522,Manual,1,Maruti,Maruti Swift,2022,VXI,77400.0,22.38,1197.0,3.0,Bangalore
Diesel,70000,Manual,2,Jeep,Jeep Compass,2019,2.0 Limited 4X4,147500.0,16.3,1956.0,5.0,Bangalore
Petrol,80000,Manual,3,Maruti,Maruti Wagon R,2008,LXI Minor,24000.0,18.9,1061.0,5.0,Bangalore
Diesel,50000,Manual,1,Hyundai,Hyundai Venue,2019,SX Diesel BSIV,102500.0,23.7,1396.0,5.0,Bangalore
Petrol,10000,Manual,1,Tata,Tata Nexon,2023,XZ Plus LUXS DT BSVI,140000.0,17.33,1199.0,5.0,Bangalore
Petrol,57000,Manual,2,Hyundai,Hyundai EON,2013,D Lite Plus,28500.0,21.1,814.0,3.0,Bangalore
Diesel,110000,Manual,1,Mahindra,Mahindra XUV500,2016,W6 2WD,100000.0,16.0,2179.0,3.0,Bangalore
Petrol,10000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Zeta,78000.0,21.4,1197.0,5.0,Bangalore
Petrol,50000,Manual,2,Maruti,Maruti Swift,2012,VXI,47500.0,18.6,1197.0,5.0,Bangalore
Diesel,120000,Manual,1,Mahindra,Mahindra XUV300,2019,W4 Diesel BSIV,75000.0,20.0,1497.0,3.0,Bangalore
Petrol,35469,Manual,1,Hyundai,Hyundai Grand i10,2014,Magna,55500.0,18.9,1197.0,3.0,Bangalore
Petrol,40073,Manual,2,Honda,Honda Jazz,2017,1.2 V i VTEC,60700.0,18.7,1199.0,5.0,Bangalore
Petrol,65730,Manual,2,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,51400.0,18.9,1197.0,3.0,Bangalore
Petrol,120000,Manual,2,Maruti,Maruti Baleno,2005,LXI,25000.0,15.4,1590.0,5.0,Bangalore
Petrol,36184,Manual,2,Maruti,Maruti Baleno,2016,1.2 Zeta,70500.0,21.4,1197.0,5.0,Bangalore
Petrol,69310,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,65300.0,21.4,1197.0,5.0,Bangalore
Petrol,55643,Automatic,1,Honda,Honda City,2015,i VTEC CVT VX,87200.0,18.0,1497.0,5.0,Bangalore
Petrol,62803,Automatic,2,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,56400.0,18.9,1197.0,5.0,Bangalore
Diesel,90000,Manual,2,Volkswagen,Volkswagen Polo,2011,Diesel Comfortline 1.2L,37000.0,22.07,1199.0,5.0,Bangalore
Petrol,68656,Manual,1,Maruti,Maruti Swift,2015,VXI,55000.0,22.38,1197.0,3.0,Bangalore
Petrol,77501,Manual,3,Honda,Honda Jazz,2016,1.2 V i VTEC,51700.0,18.7,1199.0,5.0,Bangalore
Petrol,40000,Manual,1,Maruti,Maruti Swift Dzire,2016,LXI Optional-O,62000.0,20.85,1197.0,3.0,Bangalore
Petrol,40000,Manual,1,Maruti,Maruti Swift Dzire,2016,LXI Optional-O,62000.0,20.85,1197.0,3.0,Bangalore
Petrol,48325,Automatic,1,Honda,Honda City,2014,i VTEC CVT SV,75000.0,18.0,1497.0,3.0,Bangalore
Petrol,30000,Manual,1,Tata,Tata Nexon,2022,XZ Plus HS,122000.0,17.57,1199.0,5.0,Bangalore
Diesel,100000,Automatic,2,Mercedes-Benz,Mercedes-Benz B Class,2013,B180 CDI,135000.0,14.8,2143.0,5.0,Bangalore
Petrol,69000,Manual,1,Maruti,Maruti Swift,2015,VVT VXI,57500.0,22.0,1197.0,3.0,Bangalore
Diesel,110000,Manual,1,Jeep,Jeep Compass,2018,2.0 Sport,125000.0,17.1,1956.0,3.0,Bangalore
Petrol,50000,Manual,2,Hyundai,Hyundai Verna,2016,1.6 VTVT SX,86800.0,17.01,1591.0,5.0,Bangalore
Diesel,60000,Automatic,1,Kia,Kia Carnival,2020,Premium 8 STR,300000.0,14.11,2199.0,8.0,Bangalore
Petrol,20000,Manual,1,Hyundai,Hyundai i20,2021,Asta Turbo iMT,98000.0,20.0,998.0,5.0,Bangalore
Petrol,14999,Automatic,1,Maruti,Maruti Swift,2022,ZXI Plus DT AMT BSVI,90000.0,22.56,1197.0,5.0,Bangalore
Petrol,90773,Manual,2,Honda,Honda Jazz,2016,1.2 V i VTEC,55000.0,18.7,1199.0,5.0,Bangalore
Diesel,90000,Manual,1,Skoda,Skoda Rapid,2012,1.6 TDI Elegance,45000.0,20.5,1598.0,5.0,Bangalore
Petrol,64917,Manual,2,Maruti,Maruti Swift,2017,VXI Optional,61000.0,20.4,1197.0,3.0,Bangalore
Petrol,70235,Manual,1,Honda,Honda Jazz,2017,1.2 VX i VTEC,54300.0,18.7,1199.0,5.0,Bangalore
Petrol,30000,Manual,1,Hyundai,Hyundai i20,2021,Asta Turbo iMT,98000.0,20.0,998.0,5.0,Bangalore
Petrol,78782,Manual,1,Honda,Honda Jazz,2016,1.2 V i VTEC,53500.0,18.7,1199.0,5.0,Bangalore
Diesel,164000,Manual,2,Mahindra,Mahindra XUV500,2014,W8 FWD,85000.0,15.1,2179.0,7.0,Bangalore
Petrol,72136,Manual,2,Maruti,Maruti Ciaz,2016,ZXi,66100.0,20.73,1373.0,5.0,Bangalore
Petrol,52486,Manual,2,Maruti,Maruti Swift,2015,VXI,50500.0,22.38,1197.0,3.0,Bangalore
Diesel,150000,Automatic,1,Skoda,Skoda Laura,2007,L n K 1.9 PD AT,45000.0,15.6,1896.0,5.0,Bangalore
Petrol,36887,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,86500.0,17.5,1199.0,5.0,Bangalore
Petrol,47962,Manual,1,Hyundai,Hyundai Venue,2019,SX Turbo BSIV,99900.0,18.27,998.0,5.0,Bangalore
Diesel,135000,Manual,1,Nissan,Nissan Terrano,2014,XL Plus 85 PS,59500.0,20.45,1461.0,5.0,Bangalore
Petrol,47398,Automatic,2,Skoda,Skoda Superb,2018,LK 1.8 TSI AT,236500.0,14.67,1798.0,5.0,Bangalore
Petrol,50000,Manual,2,Fiat,Fiat Linea,2012,T Jet Plus,40000.0,14.6,1368.0,5.0,Bangalore
Diesel,100000,Manual,1,Maruti,Maruti Swift Dzire,2012,ZDi,55000.0,19.3,1248.0,5.0,Bangalore
Diesel,55000,Automatic,1,BMW,BMW X4,2020,M Sport X xDrive30d,605000.0,14.71,2993.0,5.0,Bangalore
Diesel,110000,Automatic,2,BMW,BMW X3,2011,2.0d SAV,160000.0,16.55,1995.0,5.0,Bangalore
Petrol,90000,Automatic,3,Volkswagen,Volkswagen Polo,2013,GT TSI,52000.0,17.21,1197.0,5.0,Bangalore
Petrol,116624,Manual,1,Maruti,Maruti Baleno,2016,1.2 Zeta,61600.0,21.4,1197.0,5.0,Bangalore
Petrol,54561,Manual,2,Maruti,Maruti Ciaz,2019,Delta BSIV,79500.0,21.56,1462.0,5.0,Bangalore
Diesel,120000,Manual,2,Toyota,Toyota Innova,2013,2.5 VX (Diesel) 7 Seater BS IV,127500.0,12.99,2494.0,7.0,Bangalore
Petrol,65072,Manual,1,Honda,Honda Jazz,2016,1.2 VX i VTEC,62400.0,18.7,1199.0,5.0,Bangalore
Petrol,133532,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Asta,54900.0,18.9,1197.0,5.0,Bangalore
Diesel,120000,Manual,3,Toyota,Toyota Innova,2010,2.5 E Diesel PS 7-Seater,76000.0,11.4,2494.0,7.0,Bangalore
Petrol,39886,Manual,1,Maruti,Maruti Swift Dzire,2013,ZXI,52400.0,22.41,1197.0,5.0,Bangalore
Diesel,80000,Manual,1,Mahindra,Mahindra XUV500,2019,W9 BSIV,165000.0,15.1,2179.0,7.0,Bangalore
Diesel,56976,Manual,2,Maruti,Maruti Swift,2015,VDI BSIV,58300.0,25.2,1248.0,3.0,Bangalore
Petrol,68303,Manual,2,Volkswagen,Volkswagen Vento,2020,1.0 TSI Highline Plus,114700.0,17.69,999.0,5.0,Bangalore
Petrol,80000,Automatic,2,Mini,Mini Cooper,2013,S,175000.0,13.6,1598.0,4.0,Bangalore
Diesel,54000,Automatic,1,Skoda,Skoda Rapid,2016,1.5 TDI AT Style BSIV,82500.0,21.72,1498.0,5.0,Bangalore
Diesel,98500,Automatic,1,Land Rover,Land Rover Discovery Sport,2016,SD4 HSE Luxury 7S,315000.0,12.51,2179.0,7.0,Bangalore
Petrol,72348,Manual,1,Volkswagen,Volkswagen Polo,2018,1.2 MPI Highline Plus,75500.0,16.2,1199.0,5.0,Bangalore
Petrol,70000,Manual,1,Hyundai,Hyundai Creta,2015,1.6 VTVT SX Plus,87500.0,13.0,1591.0,5.0,Bangalore
Petrol,62696,Manual,1,Volkswagen,Volkswagen Polo,2021,1.0 MPI Comfortline,85500.0,17.74,999.0,5.0,Bangalore
Diesel,174000,Automatic,3,Toyota,Toyota Fortuner,2014,4x2 AT,184500.0,12.55,2982.0,7.0,Bangalore
Petrol,65000,Manual,1,Hyundai,Hyundai Grand i10,2016,Asta,52500.0,18.9,1197.0,5.0,Bangalore
Petrol,36000,Automatic,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,65000.0,18.9,1197.0,5.0,Bangalore
Diesel,199000,Manual,2,Toyota,Toyota Innova,2011,2.5 V Diesel 7-seater,95000.0,12.8,2494.0,7.0,Bangalore
Petrol,71905,Automatic,1,Honda,Honda City,2018,i-VTEC CVT V,84600.00000000001,18.0,1497.0,5.0,Bangalore
Petrol,69748,Manual,2,Maruti,Maruti Swift,2013,VXI,42400.0,22.38,1197.0,3.0,Bangalore
Petrol,44000,Manual,1,Maruti,Maruti Alto,2008,LXi,21000.0,19.7,796.0,5.0,Bangalore
Petrol,17875,Manual,2,Toyota,Toyota Yaris,2021,G,95900.0,17.1,1496.0,5.0,Bangalore
Petrol,95678,Manual,1,Renault,Renault Duster,2020,RXZ Turbo,88900.0,16.42,1330.0,5.0,Bangalore
Petrol,12003,Automatic,1,Renault,Renault Kiger,2022,RXT AMT Opt DT,85000.0,19.03,999.0,5.0,Bangalore
Diesel,114427,Manual,2,Ford,Ford Ecosport,2018,1.5 Diesel Titanium BSIV,83600.0,23.0,1498.0,5.0,Bangalore
Petrol,20000,Automatic,1,Renault,Renault Kiger,2022,RXT AMT,66000.0,19.03,999.0,3.0,Bangalore
Petrol,64655,Manual,1,Honda,Honda Brio,2012,S MT,33400.0,19.4,1198.0,3.0,Bangalore
Petrol,46456,Manual,1,Mahindra,Mahindra KUV 100,2018,mFALCON G80 K8,59400.00000000001,18.15,1198.0,6.0,Bangalore
Petrol,20000,Automatic,1,Renault,Renault Kiger,2021,RXZ Turbo CVT DT,99100.0,18.24,999.0,5.0,Bangalore
Diesel,50000,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited,145000.0,17.1,1956.0,5.0,Bangalore
Diesel,90000,Manual,4,Volkswagen,Volkswagen Vento,2011,Diesel Highline,21900.0,20.54,1598.0,5.0,Bangalore
Diesel,20000,Manual,1,Hyundai,Hyundai Venue,2022,SX Opt Diesel BSVI,128500.0,1493.0,113.45,3.0,Bangalore
Petrol,27000,Automatic,1,Volvo,Volvo XC40,2021,T4 R-Design,419500.0,1969.0,187.4,3.0,Bangalore
Diesel,150000,Manual,3,Toyota,Toyota Innova,2008,2.5 G (Diesel) 8 Seater BS III,45500.0,12.8,2494.0,8.0,Bangalore
Petrol,10000,Manual,1,Maruti,Maruti Baleno,2022,Delta BSVI,82500.0,22.35,1197.0,3.0,Bangalore
Petrol,40000,Manual,1,Honda,Honda City,2018,i-VTEC VX,82500.0,17.4,1497.0,5.0,Bangalore
Diesel,40000,Manual,1,Ford,Ford Ecosport,2020,1.5 Diesel Titanium BSIV,92000.0,23.0,1498.0,5.0,Bangalore
Diesel,20000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,C 220d Avantgarde Edition C,330000.0,19.27,2143.0,5.0,Bangalore
Diesel,91598,Manual,2,Ford,Ford Ecosport,2017,1.5 TDCi Titanium Plus BSIV,72900.0,22.77,1498.0,5.0,Bangalore
Petrol,57521,Manual,1,Maruti,Maruti Celerio,2015,ZXI,43200.0,25.24,998.0,3.0,Bangalore
Diesel,100000,Manual,1,Renault,Renault Duster,2016,Adventure Edition 85PS RXE,70000.0,19.87,1461.0,3.0,Bangalore
Petrol,7598,Manual,1,Hyundai,Hyundai Verna,2021,SX Opt,149900.0,17.7,1497.0,5.0,Bangalore
Petrol,38520,Manual,1,Renault,Renault Duster,2017,Petrol RxL,76200.0,13.06,1598.0,3.0,Bangalore
Petrol,20000,Manual,1,MG,MG Astor,2022,Sharp BSVI,162500.0,15.43,1498.0,5.0,Bangalore
Diesel,110455,Manual,2,Renault,Renault Duster,2014,85PS Diesel RxL Plus,63200.0,20.45,1461.0,5.0,Bangalore
Petrol,26901,Automatic,1,Hyundai,Hyundai Venue,2020,SX Plus Turbo DCT BSIV,121800.0,18.15,998.0,5.0,Bangalore
Petrol,65376,Automatic,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Magna AT,52400.0,18.9,1197.0,3.0,Bangalore
Diesel,28177,Manual,3,Mahindra,Mahindra XUV500,2018,W11 BSIV,140500.0,15.1,2179.0,7.0,Bangalore
Petrol,10000,Manual,1,Kia,Kia Sonet,2022,GTX Plus Turbo iMT BSVI,139000.0,18.2,998.0,5.0,Bangalore
Petrol,30000,Automatic,1,MG,MG Hector,2021,Sharp DCT,189000.0,1451.0,141.0,3.0,Bangalore
Petrol,27000,Automatic,1,Hyundai,Hyundai Creta,2018,1.6 VTVT AT SX Plus,127500.0,13.0,1591.0,5.0,Bangalore
Petrol,90000,Automatic,3,Hyundai,Hyundai i10,2010,Magna AT,27500.0,19.2,1197.0,5.0,Bangalore
Petrol,20000,Manual,1,Honda,Honda City,2022,V MT,112500.0,17.4,1497.0,5.0,Bangalore
Petrol,82998,Automatic,1,Honda,Honda City,2016,i VTEC CVT SV,65000.0,18.0,1497.0,3.0,Bangalore
Petrol,110000,Automatic,3,Audi,Audi A4,2010,1.8 TFSI,70000.0,12.3,1781.0,5.0,Bangalore
Petrol,14500,Manual,1,Honda,Honda City,2019,i-VTEC ZX,110000.0,17.14,1497.0,5.0,Bangalore
Diesel,120000,Manual,3,Mahindra,Mahindra Verito,2016,1.5 D4 BSIV,26000.0,21.03,1461.0,3.0,Bangalore
Petrol,68000,Automatic,2,Hyundai,Hyundai i10,2010,Asta Sunroof AT,39500.0,19.2,1197.0,5.0,Bangalore
Petrol,25887,Manual,1,Hyundai,Hyundai Xcent,2019,1.2 VTVT SX,68100.0,20.14,1197.0,5.0,Bangalore
Petrol,74094,Manual,1,Maruti,Maruti S-Presso,2020,VXI Plus 2019-2022,40500.0,21.7,998.0,3.0,Bangalore
Petrol,40000,Automatic,1,Honda,Honda Jazz,2018,1.2 V AT i VTEC,76500.0,19.0,1199.0,5.0,Bangalore
Diesel,91045,Manual,1,Maruti,Maruti Ritz,2014,ZDi,48700.0,23.2,1248.0,5.0,Bangalore
Diesel,80033,Manual,1,Mahindra,Mahindra XUV500,2018,W11 Option BSIV,147400.0,15.1,2179.0,7.0,Bangalore
Diesel,70000,Automatic,2,Mahindra,Mahindra XUV500,2017,AT W10 FWD,134000.0,16.0,2179.0,7.0,Bangalore
Petrol,13957,Automatic,1,Renault,Renault Triber,2021,RXT EASY-R AMT BSVI,77000.0,18.2,999.0,3.0,Bangalore
Petrol,34140,Automatic,2,Maruti,Maruti Baleno,2018,1.2 CVT Alpha,81800.0,21.4,1197.0,5.0,Bangalore
Petrol,20056,Manual,1,Ford,Ford Ecosport,2017,1.5 Petrol Titanium BSIV,72400.0,17.0,1497.0,5.0,Bangalore
Petrol,38233,Automatic,3,Maruti,Maruti Celerio,2016,ZXI AMT,46800.0,26.0,998.0,3.0,Bangalore
Petrol,100000,Manual,1,Volkswagen,Volkswagen Jetta,2013,1.4 TSI Comfortline,50000.0,14.69,1390.0,5.0,Bangalore
Diesel,50000,Manual,2,Ford,Ford Ecosport,2016,1.5 TDCi Trend BSIV,60000.0,22.77,1498.0,3.0,Bangalore
Diesel,70000,Manual,2,Mahindra,Mahindra XUV500,2017,W10 AWD,135000.0,16.0,2179.0,7.0,Bangalore
Petrol,44000,Manual,1,Hyundai,Hyundai Grand i10,2016,Asta,52500.0,18.9,1197.0,5.0,Bangalore
Petrol,90000,Manual,2,Hyundai,Hyundai Getz,2006,GLS,17500.0,15.3,1341.0,5.0,Bangalore
Petrol,30000,Automatic,1,Maruti,Maruti Ciaz,2016,AT VXi Plus,72500.0,19.12,1373.0,3.0,Bangalore
Petrol,50000,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,55000.0,18.9,1197.0,3.0,Bangalore
Petrol,98000,Manual,1,Maruti,Maruti Swift,2019,VXI BSIV,65000.0,22.0,1197.0,3.0,Bangalore
Petrol,47000,Automatic,1,Honda,Honda Jazz,2017,V CVT,77500.0,18.2,1199.0,5.0,Bangalore
Petrol,70000,Manual,1,Hyundai,Hyundai Verna,2019,VTVT 1.6 SX,90000.0,17.0,1591.0,5.0,Bangalore
Petrol,16998,Manual,1,Maruti,Maruti Alto 800,2020,VXI BSVI,40800.0,22.05,796.0,3.0,Bangalore
Petrol,15256,Automatic,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,64200.0,18.9,1197.0,5.0,Bangalore
Petrol,70000,Manual,1,Hyundai,Hyundai Verna,2019,VTVT 1.6 SX,90000.0,17.0,1591.0,5.0,Bangalore
Petrol,4495,Automatic,1,Datsun,Datsun RediGO,2020,AMT 1.0 T Option,52100.0,22.5,999.0,3.0,Bangalore
Petrol,34561,Manual,1,Renault,Renault Triber,2020,RXZ,69500.0,20.0,999.0,3.0,Bangalore
Petrol,40000,Manual,2,Maruti,Maruti Alto K10,2018,VXI,39000.0,23.95,998.0,3.0,Bangalore
Petrol,142135,Manual,1,Tata,Tata Tiago,2016,1.2 Revotron XZ,42900.0,23.84,1199.0,5.0,Bangalore
Petrol,120000,Manual,1,Ford,Ford Aspire,2021,Ambiente,52000.0,18.5,1194.0,3.0,Bangalore
Petrol,9553,Automatic,1,Maruti,Maruti Wagon R,2019,ZXI AMT 1.2,62500.0,20.52,1197.0,3.0,Bangalore
Petrol,7600,Manual,1,Renault,Renault KWID,2022,CLIMBER BSVI,60100.0,21.46,999.0,3.0,Bangalore
Diesel,120000,Manual,1,Jeep,Jeep Compass,2017,2.0 Limited Option,130000.0,17.1,1956.0,5.0,Bangalore
Petrol,20000,Automatic,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,64500.0,18.9,1197.0,5.0,Bangalore
Diesel,120000,Automatic,2,Audi,Audi Q7,2013,3.0 TDI Quattro Premium Plus,197500.0,12.07,2967.0,7.0,Bangalore
Petrol,45578,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,69500.0,18.6,1197.0,5.0,Bangalore
Petrol,100000,Manual,1,Volkswagen,Volkswagen Jetta,2013,1.4 TSI Comfortline,50000.0,14.69,1390.0,5.0,Bangalore
Diesel,100000,Automatic,2,BMW,BMW 3 Series,2014,320d Luxury Line,164400.0,22.69,1995.0,5.0,Bangalore
Petrol,42000,Manual,1,Ford,Ford Ecosport,2019,1.5 Petrol Titanium Plus BSIV,89500.0,17.0,1497.0,5.0,Bangalore
Petrol,90000,Manual,2,Hyundai,Hyundai i10,2013,Sportz Option,35000.0,20.36,1197.0,5.0,Bangalore
Diesel,70000,Manual,1,Hyundai,Hyundai Verna,2012,1.6 SX,55000.0,22.32,1582.0,5.0,Bangalore
Diesel,100000,Automatic,3,Ford,Ford Endeavour,2010,3.0L 4X4 AT,75000.0,11.4,2953.0,7.0,Bangalore
Petrol,16306,Manual,1,Maruti,Maruti Ignis,2017,1.2 Zeta BSIV,58099.99999999999,20.89,1197.0,5.0,Bangalore
Petrol,25086,Manual,3,Maruti,Maruti Wagon R,2020,VXI 1.2,51300.0,20.52,1197.0,3.0,Bangalore
Petrol,54845,Manual,1,Maruti,Maruti Baleno,2017,Zeta,65000.0,21.01,1197.0,5.0,Bangalore
Diesel,35642,Manual,1,Ford,Ford Freestyle,2020,Titanium Diesel BSIV,80600.0,24.4,1498.0,5.0,Bangalore
Petrol,22173,Automatic,1,Maruti,Maruti Baleno,2016,1.2 CVT Delta,72500.0,21.4,1197.0,3.0,Bangalore
